Date,tmin (degrees F),tmean (degrees F),tmax (degrees F),vpdmin (hPa),vpdmax (hPa)
2021-02-27,38.9,43.4,47.8,0.65,3.58
2021-02-28,37.7,43.6,49.5,0.45,4.83
2021-03-01,33.6,45.1,56.6,0.25,7.09
2021-03-02,34.8,47.5,60.0,0.34,7.56
2021-03-03,33.0,44.9,56.3,0.39,5.71
2021-03-04,33.3,44.5,55.8,0.04,4.64
2021-03-05,34.2,45.6,57.2,0.06,6.55
2021-03-06,38.0,43.3,48.7,0.53,1.75
2021-03-07,38.2,45.0,52.1,0.34,4.81
2021-03-08,33.3,41.9,50.4,0.29,4.67
2021-03-09,33.1,41.9,50.5,0.45,4.46
2021-03-10,35.3,44.2,53.6,0.39,6.20
2021-03-11,31.9,42.0,52.2,0.20,4.77
2021-03-12,30.3,43.4,56.3,0.12,6.87
2021-03-13,30.8,45.0,59.1,0.16,9.68
2021-03-14,29.5,46.4,62.9,0.12,11.25
2021-03-15,32.3,41.8,51.0,0.34,3.35
2021-03-16,28.3,37.4,46.2,0.16,4.56
2021-03-17,27.2,39.8,52.0,0.13,6.40
2021-03-18,30.1,45.3,60.3,0.15,9.78
2021-03-19,40.8,47.3,54.5,0.56,4.26
2021-03-20,41.1,46.0,51.1,0.65,3.53
2021-03-21,37.6,44.4,51.2,0.32,3.20
2021-03-22,37.8,43.3,48.9,0.36,3.99
2021-03-23,31.7,41.3,50.9,0.23,4.26
2021-03-24,31.4,43.0,54.3,0.15,6.44
2021-03-25,40.1,44.1,48.4,0.51,1.80
2021-03-26,30.9,41.3,51.3,0.25,4.49
2021-03-27,29.8,43.6,56.9,0.14,6.85
2021-03-28,32.8,48.5,64.1,0.13,10.43
2021-03-29,35.2,44.2,53.4,0.49,4.22
2021-03-30,29.2,40.2,51.0,0.28,5.21
2021-03-31,28.3,41.5,54.5,0.33,7.10
2021-04-01,31.6,48.4,65.1,0.67,11.48
2021-04-02,35.4,53.0,70.7,0.76,17.13
2021-04-03,34.6,47.9,61.2,0.37,9.91
2021-04-04,37.0,51.3,65.7,0.36,12.26
2021-04-05,29.6,44.3,58.9,0.47,8.59
2021-04-06,28.5,43.2,57.8,0.35,9.84
2021-04-07,31.7,47.8,63.9,0.36,12.14
2021-04-08,37.9,45.8,52.8,0.72,4.80
2021-04-09,31.8,43.6,55.5,0.52,7.77
2021-04-10,30.5,44.6,58.7,0.38,9.04
2021-04-11,32.4,42.1,51.9,0.60,6.56
2021-04-12,33.0,45.4,57.7,1.25,10.65
2021-04-13,37.1,51.1,64.8,2.50,16.12
2021-04-14,42.1,53.3,64.1,5.14,15.85
2021-04-15,36.1,51.4,66.9,1.76,17.12
2021-04-16,35.3,54.1,73.4,1.42,20.33
2021-04-17,39.6,59.4,78.9,1.23,27.81
2021-04-18,39.9,61.1,81.5,2.23,29.69
2021-04-19,40.2,61.3,82.2,1.34,28.76
2021-04-20,39.8,56.8,73.3,0.72,19.55
2021-04-21,41.6,57.4,73.0,0.74,21.53
2021-04-22,39.2,57.1,74.9,0.59,21.80
2021-04-23,37.4,52.0,65.2,0.69,11.55
2021-04-24,41.7,50.6,60.2,0.80,7.49
2021-04-25,43.9,48.8,53.9,0.65,2.48
2021-04-26,44.3,50.8,57.5,0.57,6.07
2021-04-27,38.4,49.1,59.6,0.41,8.74
2021-04-28,36.8,51.7,66.4,0.25,12.61
2021-04-29,38.7,56.4,74.1,0.29,18.59
2021-04-30,43.6,59.9,76.3,0.64,18.75
2021-05-01,45.5,58.4,71.5,0.63,11.15
2021-05-02,49.2,53.4,57.7,0.88,4.07
2021-05-03,41.6,52.7,64.2,0.63,9.58
2021-05-04,42.0,53.9,66.1,0.64,9.77
2021-05-05,46.1,57.4,68.8,0.87,13.73
2021-05-06,44.2,60.2,76.4,1.48,16.47
2021-05-07,43.6,53.5,63.7,1.01,9.10
2021-05-08,34.8,47.4,60.0,0.75,9.51
2021-05-09,34.3,47.2,60.2,0.35,8.41
2021-05-10,41.3,52.9,64.5,0.65,9.42
2021-05-11,42.0,55.6,69.1,0.66,14.35
2021-05-12,43.4,58.6,74.0,1.10,18.46
2021-05-13,44.0,61.1,78.3,0.95,20.98
2021-05-14,45.4,61.8,78.1,0.78,20.64
2021-05-15,43.0,60.5,78.0,0.71,20.23
2021-05-16,42.1,60.3,78.5,0.38,20.86
2021-05-17,43.8,62.4,80.8,0.75,23.03
2021-05-18,44.0,56.2,68.1,0.99,9.51
2021-05-19,40.2,51.5,62.3,0.76,10.67
2021-05-20,37.1,47.3,56.6,0.72,6.29
2021-05-21,37.3,47.8,58.3,0.42,6.66
2021-05-22,39.4,51.4,63.4,0.43,8.91
2021-05-23,40.7,54.9,69.0,0.22,12.08
2021-05-24,43.8,53.9,63.6,0.75,7.11
2021-05-25,50.5,56.3,62.6,0.81,4.30
2021-05-26,44.1,53.1,62.0,0.42,6.51
2021-05-27,42.5,57.9,73.3,0.24,15.51
2021-05-28,44.7,53.9,62.2,1.11,9.25
2021-05-29,45.3,56.7,68.2,1.13,13.29
2021-05-30,44.0,61.6,79.3,1.24,24.07
2021-05-31,46.9,65.0,83.1,1.06,25.17
2021-06-01,49.7,68.1,86.5,1.39,29.56
2021-06-02,55.0,74.0,93.2,2.04,35.38
2021-06-03,53.0,70.6,88.5,2.09,27.02
2021-06-04,50.9,66.9,83.1,1.80,21.07
2021-06-05,50.0,63.7,77.8,1.51,20.72
2021-06-06,40.7,52.8,65.0,1.11,9.69
2021-06-07,42.4,53.2,64.2,0.91,10.26
2021-06-08,44.5,52.9,61.9,1.25,8.06
2021-06-09,39.1,52.6,66.0,0.59,11.73
2021-06-10,39.5,54.1,68.7,0.72,13.88
2021-06-11,45.7,56.1,66.8,1.23,11.61
2021-06-12,49.9,58.5,67.5,1.20,8.51
2021-06-13,54.0,65.9,77.9,1.80,15.96
2021-06-14,58.3,61.5,65.0,0.27,1.37
2021-06-15,49.6,60.8,72.0,1.41,12.20
2021-06-16,47.2,57.6,68.3,1.99,9.60
2021-06-17,48.3,62.8,77.6,2.15,21.14
2021-06-18,48.1,65.1,82.2,1.77,25.32
2021-06-19,47.8,63.9,80.2,1.78,19.97
2021-06-20,47.7,64.5,81.3,1.72,20.31
2021-06-21,57.9,73.4,89.3,2.84,27.21
2021-06-22,56.8,73.6,90.8,2.14,28.30
2021-06-23,55.3,70.1,85.3,2.17,23.17
2021-06-24,52.0,67.5,83.0,1.27,20.06
2021-06-25,51.2,69.7,88.1,0.68,27.96
2021-06-26,58.8,75.3,92.0,1.59,30.22
2021-06-27,63.0,81.9,101.1,1.55,45.35
2021-06-28,66.1,86.6,107.1,1.90,58.30
2021-06-29,57.4,80.7,103.9,1.77,46.87
2021-06-30,57.1,72.2,87.4,1.66,23.35
2021-07-01,61.0,66.5,72.0,2.17,8.80
2021-07-02,60.0,68.5,76.9,1.60,13.22
2021-07-03,55.4,70.1,84.8,0.63,21.90
2021-07-04,54.6,71.4,88.2,0.65,28.65
2021-07-05,52.7,69.8,87.0,0.84,28.63
2021-07-06,52.0,69.6,87.3,0.53,31.27
2021-07-07,53.3,72.2,91.1,0.92,35.05
2021-07-08,52.3,65.0,77.8,1.37,16.45
2021-07-09,49.5,63.9,78.4,0.62,19.13
2021-07-10,49.0,69.4,89.8,0.66,32.92
2021-07-11,51.8,70.4,89.0,0.55,30.64
2021-07-12,50.9,69.3,87.7,0.77,27.83
2021-07-13,51.7,68.9,86.2,0.64,25.52
2021-07-14,50.7,68.9,87.1,0.54,26.35
2021-07-15,50.1,67.4,84.7,0.68,23.90
2021-07-16,49.6,64.4,79.1,0.44,18.64
2021-07-17,48.8,64.2,79.7,0.51,19.25
2021-07-18,50.2,66.0,81.7,0.63,20.67
2021-07-19,49.2,67.9,86.5,0.80,29.53
2021-07-20,51.9,69.2,86.5,1.17,28.18
2021-07-21,51.3,66.0,80.7,0.93,19.65
2021-07-22,52.8,64.3,75.7,1.73,17.73
2021-07-23,49.4,65.6,81.8,1.41,26.09
2021-07-24,49.4,67.6,85.8,1.15,30.43
2021-07-25,56.2,73.9,91.5,1.68,34.63
2021-07-26,55.2,73.1,91.0,0.94,32.99
2021-07-27,56.3,73.3,90.2,1.61,31.53
2021-07-28,56.0,72.6,89.1,1.48,30.70
2021-07-29,55.7,74.5,93.2,1.76,38.29
2021-07-30,58.2,77.5,96.7,1.84,44.65
2021-07-31,60.8,76.4,91.9,2.25,32.20
2021-08-01,58.1,71.6,85.0,1.33,21.35
2021-08-02,57.3,74.5,91.7,1.03,31.91
2021-08-03,58.4,76.1,93.8,2.00,34.04
2021-08-04,55.7,72.4,89.1,1.35,26.19
2021-08-05,55.5,75.3,95.2,1.60,40.57
2021-08-06,57.9,67.8,77.6,1.10,13.33
2021-08-07,57.8,71.2,84.5,0.84,20.00
2021-08-08,53.3,69.4,85.4,0.95,20.55
2021-08-09,49.6,63.7,77.9,0.91,19.73
2021-08-10,55.4,70.2,85.0,2.45,26.69
2021-08-11,57.8,75.3,92.8,2.18,34.81
2021-08-12,63.7,82.1,100.5,2.85,47.46
2021-08-13,63.8,82.2,100.7,2.06,44.57
2021-08-14,62.7,78.4,94.1,2.63,32.05
2021-08-15,61.3,78.1,94.8,2.17,34.58
2021-08-16,57.3,75.8,94.3,1.49,35.29
2021-08-17,54.9,68.2,81.5,1.35,19.29
2021-08-18,49.1,60.1,71.0,0.68,12.28
2021-08-19,48.1,65.0,81.8,0.45,22.51
2021-08-20,50.3,66.1,81.8,0.61,19.63
2021-08-21,53.5,64.7,75.9,0.94,14.92
2021-08-22,52.2,63.2,74.2,1.04,14.43
2021-08-23,44.5,57.3,70.1,0.75,12.47
2021-08-24,43.2,58.7,74.1,0.53,17.53
2021-08-25,45.7,64.1,82.4,0.71,26.02
2021-08-26,49.3,64.1,78.8,0.68,19.51
2021-08-27,58.1,68.1,78.1,1.67,14.47
2021-08-28,51.7,63.6,75.5,2.09,16.56
2021-08-29,48.9,67.6,86.3,1.16,30.08
2021-08-30,49.6,68.3,87.0,1.23,30.67
2021-08-31,51.3,62.1,72.9,1.72,15.85
2021-09-01,48.3,60.2,72.2,1.77,16.36
2021-09-02,45.8,61.2,76.6,1.41,20.90
2021-09-03,45.4,64.2,83.0,0.57,28.65
2021-09-04,46.1,64.7,83.3,0.98,28.07
2021-09-05,46.6,67.3,88.1,1.07,33.87
2021-09-06,52.7,69.0,85.3,0.88,22.52
2021-09-07,52.1,67.7,83.3,0.90,26.62
2021-09-08,50.5,67.7,84.8,0.82,24.66
2021-09-09,53.0,71.0,88.9,1.61,35.06
2021-09-10,52.4,68.2,84.0,1.18,22.24
2021-09-11,46.9,58.8,70.6,0.98,11.36
2021-09-12,45.7,62.9,80.2,0.77,24.34
2021-09-13,50.5,63.5,76.5,1.91,16.04
2021-09-14,48.2,61.4,74.6,1.24,17.41
2021-09-15,45.8,64.7,83.6,0.73,26.68
2021-09-16,47.2,60.7,74.1,2.49,18.62
2021-09-17,43.3,58.8,74.4,1.63,20.83
2021-09-18,44.1,60.4,76.7,0.79,21.89
2021-09-19,53.5,59.5,65.5,0.87,5.74
2021-09-20,48.2,57.6,66.9,0.68,8.59
2021-09-21,47.2,59.1,71.0,0.58,12.48
2021-09-22,46.7,64.3,81.8,0.45,21.90
2021-09-23,53.2,63.0,72.7,1.27,12.26
2021-09-24,53.2,63.8,74.5,1.35,14.47
2021-09-25,49.2,67.5,85.7,0.62,28.20
2021-09-26,52.4,67.0,81.6,0.86,23.00
2021-09-27,56.4,66.2,75.9,1.53,18.03
2021-09-28,50.4,54.6,58.7,0.50,1.52
2021-09-29,43.9,53.7,63.4,0.59,8.79
2021-09-30,43.8,56.6,69.5,0.59,12.58
2021-10-01,48.3,57.2,66.0,0.15,6.17
2021-10-02,41.7,53.6,65.5,0.04,8.64
2021-10-03,40.3,55.1,69.9,0.05,11.92
2021-10-04,42.2,56.8,71.4,0.18,13.63
2021-10-05,47.3,55.1,63.0,0.05,4.50
2021-10-06,43.4,50.2,57.0,0.05,2.73
2021-10-07,39.9,50.0,60.0,0.04,6.35
2021-10-08,35.7,48.1,60.6,0.05,9.36
2021-10-09,37.3,49.0,60.8,0.03,9.11
2021-10-10,42.2,53.4,64.7,0.12,9.09
2021-10-11,39.8,49.2,58.7,0.04,6.13
2021-10-12,34.1,46.1,58.1,0.06,8.14
2021-10-13,33.7,44.1,54.4,0.05,5.73
2021-10-14,40.6,47.1,53.6,0.01,2.18
2021-10-15,41.5,50.9,60.2,0.01,4.48
2021-10-16,40.4,53.3,66.2,0.02,9.07
2021-10-17,40.3,53.7,67.1,0.04,9.58
2021-10-18,45.6,53.8,62.0,0.12,6.45
2021-10-19,38.4,46.9,55.4,0.01,3.58
2021-10-20,38.2,46.4,54.7,0.01,2.42
2021-10-21,45.7,52.9,60.0,0.03,4.78
2021-10-22,45.2,54.7,64.1,0.08,6.40
2021-10-23,50.1,53.7,57.3,0.11,2.37
2021-10-24,49.6,52.7,55.9,0.07,2.34
2021-10-25,49.5,53.4,57.3,0.04,3.99
2021-10-26,47.8,51.3,54.9,0.14,4.03
2021-10-27,49.2,52.6,56.1,0.08,2.57
2021-10-28,48.7,53.0,57.3,0.13,2.73
2021-10-29,55.7,61.9,68.2,0.41,4.48
2021-10-30,45.5,51.7,58.0,0.39,4.07
2021-10-31,39.9,50.9,62.0,0.71,9.95
2021-11-01,39.2,49.9,60.6,0.18,8.27
2021-11-02,43.7,49.2,54.7,0.00,2.02
2021-11-03,47.8,50.9,53.9,0.09,0.92
2021-11-04,48.9,54.0,59.1,0.12,2.45
2021-11-05,48.1,52.5,56.9,0.32,1.80
2021-11-06,44.4,49.2,54.1,0.24,4.06
2021-11-07,39.5,45.5,51.6,0.15,3.16
2021-11-08,36.5,42.7,48.9,0.03,1.99
2021-11-09,34.2,42.5,50.7,0.01,2.32
2021-11-10,41.6,47.8,54.0,0.10,4.93
2021-11-11,42.6,48.9,55.2,0.04,4.05
2021-11-12,54.2,59.3,64.3,0.11,3.04
2021-11-13,52.0,57.3,62.7,0.08,2.42
2021-11-14,51.1,56.3,61.5,0.09,2.18
2021-11-15,51.5,57.9,64.3,0.18,4.33
2021-11-16,34.7,46.9,59.1,0.06,3.44
2021-11-17,32.3,41.5,50.7,0.03,4.62
2021-11-18,32.1,40.6,49.0,0.04,3.92
2021-11-19,40.7,47.0,53.2,0.10,1.71
2021-11-20,33.9,43.3,52.7,0.01,3.34
2021-11-21,29.2,40.0,50.8,0.02,4.32
2021-11-22,30.1,35.1,40.1,0.01,0.43
2021-11-23,33.0,40.6,48.3,0.02,2.14
2021-11-24,32.9,42.3,51.6,0.00,3.23
2021-11-25,33.8,37.7,41.5,0.02,0.48
2021-11-26,36.1,45.7,55.2,0.03,6.83
2021-11-27,45.9,50.0,54.2,0.07,1.76
2021-11-28,49.0,54.8,60.7,0.00,1.97
2021-11-29,48.2,54.5,60.8,0.06,4.95
2021-11-30,44.6,52.8,61.0,0.03,4.03
2021-12-01,43.1,50.9,58.6,0.01,3.53
2021-12-02,41.5,52.6,63.7,0.00,6.08
2021-12-03,38.3,46.6,54.8,0.22,4.23
2021-12-04,33.6,40.4,47.3,0.04,2.77
2021-12-05,35.7,43.9,52.1,0.05,2.42
2021-12-06,32.0,39.1,46.3,0.09,2.86
2021-12-07,38.9,43.8,48.6,0.03,0.64
2021-12-08,47.1,52.0,56.9,0.06,2.03
2021-12-09,33.6,40.9,48.2,0.06,3.07
2021-12-10,34.2,38.5,42.7,0.03,1.09
2021-12-11,36.2,41.2,46.2,0.01,2.18
2021-12-12,41.0,44.2,47.3,0.08,0.92
2021-12-13,37.5,41.4,45.3,0.04,1.56
2021-12-14,31.4,35.5,39.5,0.03,0.42
2021-12-15,29.5,35.7,41.9,0.00,1.20
2021-12-16,37.4,41.0,44.5,0.12,2.52
2021-12-17,37.1,42.5,48.0,0.02,1.78
2021-12-18,38.2,42.9,47.6,0.06,2.31
2021-12-19,37.2,44.2,51.2,0.10,2.40
2021-12-20,36.4,38.6,40.8,0.01,0.33
2021-12-21,39.0,42.0,45.0,0.02,0.46
2021-12-22,37.1,41.3,45.6,0.07,0.98
2021-12-23,42.9,46.0,49.0,0.12,1.33
2021-12-24,39.3,43.2,47.1,0.22,2.42
2021-12-25,33.9,37.7,41.5,0.02,0.90
2021-12-26,31.2,35.2,39.2,0.09,0.70
2021-12-27,26.5,30.9,35.3,0.02,0.86
2021-12-28,24.4,29.0,33.6,0.01,0.96
2021-12-29,31.5,33.8,36.1,0.12,0.68
2021-12-30,30.3,32.8,35.4,0.07,0.92
2021-12-31,33.4,37.7,42.0,0.13,1.11
